datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,sealevelpressure,cloudcover,visibility,moonphase,conditions,description,icon
30/06/2013,84.4,68.3,76.3,85.2,68.3,76.9,65.9,72.1,0.005,100,4.17,8.5,199.3,1006.7,57.9,8.7,0.75,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
01/07/2013,81.6,69.5,74.9,84.7,69.5,75.2,67.5,78.2,0.054,100,12.5,9.9,175.6,1010.2,83.1,9.5,0.78,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
02/07/2013,83.3,69.9,76.8,85.7,69.9,77.6,67.6,74.6,0.004,100,4.17,9.5,167.8,1015.0,74.0,9.2,0.81,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
03/07/2013,74.2,67.7,72.0,74.2,67.7,72.0,68.8,90.0,2.025,100,70.83,8.9,133.7,1019.2,93.9,7.5,0.84,Rain, Overcast,Cloudy skies throughout the day with rain.
04/07/2013,76.6,68.8,71.6,76.6,68.8,71.6,69.5,93.0,0.756,100,87.5,11.6,122.7,1019.7,92.1,6.4,0.88,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
05/07/2013,81.1,69.8,72.8,84.5,69.8,73.0,69.4,89.5,0.498,100,45.83,9.0,126.9,1020.9,94.3,8.3,0.91,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
06/07/2013,81.9,70.3,74.3,85.7,70.3,74.8,70.6,88.7,0.89,100,45.83,10.8,143.8,1019.8,87.7,7.9,0.94,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
07/07/2013,78.6,71.4,74.4,78.6,71.4,74.4,70.6,88.2,0.142,100,29.17,5.3,187.6,1020.3,84.0,8.1,0.98,Rain, Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.
08/07/2013,87.8,70.4,77.8,92.1,70.4,79.4,70.2,79.3,0.0,0,0.0,10.1,218.0,1020.8,67.7,9.4,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/07/2013,87.6,71.6,78.7,93.9,71.6,81.2,71.8,80.2,0.035,100,4.17,10.4,251.4,1020.1,70.2,9.5,0.05,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
10/07/2013,84.4,73.2,78.7,91.0,73.2,80.8,72.2,81.2,0.004,100,8.33,11.6,246.1,1016.9,55.0,9.5,0.08,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
11/07/2013,80.6,72.9,75.6,84.5,72.9,75.9,70.8,85.4,0.008,100,12.5,6.9,283.0,1013.7,79.3,9.2,0.12,Rain, Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.
12/07/2013,87.0,71.5,77.1,93.0,71.5,78.6,69.8,79.5,0.132,100,8.33,15.9,337.3,1012.1,56.7,8.0,0.15,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
13/07/2013,77.7,69.3,73.1,77.7,69.3,73.1,68.3,85.1,0.02,100,8.33,12.2,72.7,1015.6,83.5,8.9,0.19,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
14/07/2013,82.5,72.2,76.3,86.9,72.2,77.3,70.4,82.6,0.117,100,29.17,15.5,93.4,1019.0,86.1,9.2,0.22,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
15/07/2013,84.5,72.3,76.9,88.2,72.3,78.0,69.9,80.0,0.08,100,12.5,12.4,90.2,1023.3,77.8,9.5,0.25,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
16/07/2013,87.6,70.7,78.2,90.2,70.7,79.5,69.1,76.0,0.0,0,0.0,9.7,78.9,1024.7,51.3,8.8,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/07/2013,90.5,70.3,77.4,96.1,70.3,79.2,69.4,78.1,1.196,100,29.17,16.5,342.5,1023.4,41.2,9.1,0.32,Rain, Partially cloudy,Becoming cloudy in the afternoon with rain.
18/07/2013,87.5,68.8,78.0,92.8,68.8,80.2,69.4,76.5,0.116,100,12.5,9.6,27.7,1020.2,41.6,9.1,0.36,Rain, Partially cloudy,Becoming cloudy in the afternoon with early morning rain.
19/07/2013,88.4,72.2,80.2,93.5,72.2,82.6,70.8,74.8,0.947,100,16.67,11.7,260.1,1017.7,45.6,8.3,0.39,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
20/07/2013,83.6,72.0,75.5,89.4,72.0,76.3,70.8,86.1,1.383,100,29.17,10.8,221.6,1016.0,63.2,7.7,0.43,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
21/07/2013,87.0,71.7,76.0,91.8,71.7,77.0,71.0,85.9,1.006,100,20.83,13.1,253.0,1015.7,74.6,7.6,0.46,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
22/07/2013,84.3,71.1,76.7,90.4,71.1,78.4,71.1,83.9,0.214,100,20.83,12.7,236.9,1014.6,76.6,8.4,0.5,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
23/07/2013,82.2,70.9,75.2,84.8,70.9,75.8,69.2,82.5,0.02,100,16.67,11.3,265.3,1013.2,58.5,9.1,0.53,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
24/07/2013,84.2,70.4,76.5,89.1,70.4,77.9,70.1,81.3,0.0,0,0.0,9.5,294.4,1010.9,72.0,8.8,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/07/2013,88.0,70.0,79.0,89.9,70.0,79.9,67.6,70.9,0.0,0,0.0,10.0,316.4,1012.6,19.9,8.7,0.6,Clear,Clear conditions throughout the day.,clear-day
26/07/2013,84.0,69.9,76.2,90.1,69.9,77.1,69.6,80.5,0.421,100,12.5,8.6,99.4,1015.9,61.7,8.0,0.63,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
27/07/2013,80.4,71.3,75.7,83.3,71.3,75.9,69.5,82.0,0.0,0,0.0,10.1,227.4,1014.2,60.3,7.1,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28/07/2013,85.4,68.3,76.7,88.7,68.3,77.8,68.2,76.4,0.0,0,0.0,6.9,298.6,1014.7,52.9,8.3,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29/07/2013,84.4,69.1,76.2,83.0,69.1,76.2,62.5,65.1,0.0,0,0.0,10.1,312.7,1018.8,31.0,9.5,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30/07/2013,90.1,62.3,76.7,89.9,62.3,76.8,61.6,63.7,0.0,0,0.0,3.9,339.4,1020.8,26.1,9.9,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31/07/2013,78.8,71.1,74.7,78.8,71.1,74.7,69.1,83.3,0.593,100,45.83,6.0,170.5,1018.2,87.9,8.1,0.79,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
01/08/2013,85.7,71.6,77.1,91.2,71.6,78.3,70.9,82.3,0.097,100,12.5,9.7,281.9,1014.4,77.0,8.6,0.83,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
02/08/2013,88.6,68.8,78.4,89.7,68.8,79.2,66.8,70.3,0.0,0,0.0,6.3,322.6,1015.2,26.4,8.7,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03/08/2013,86.3,68.4,78.0,89.1,68.4,79.5,68.3,73.6,0.0,0,0.0,12.2,293.2,1016.5,33.6,8.4,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04/08/2013,88.7,74.2,79.9,92.8,74.2,81.7,70.0,73.4,0.0,0,0.0,12.1,320.3,1015.8,49.1,8.7,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
05/08/2013,85.7,70.4,77.5,89.8,70.4,78.9,67.8,72.9,0.0,0,0.0,6.9,9.5,1015.8,52.3,8.8,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06/08/2013,87.5,72.9,79.1,91.4,72.9,80.7,69.9,74.8,0.045,100,12.5,6.0,330.4,1014.9,71.3,8.9,0,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
07/08/2013,83.3,74.2,76.9,89.1,74.2,77.8,72.8,87.6,1.253,100,37.5,7.7,151.6,1015.8,71.0,7.3,0.03,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
08/08/2013,80.5,73.4,76.6,84.9,73.4,77.0,72.9,88.5,0.325,100,20.83,5.6,107.5,1016.5,71.2,7.7,0.06,Rain, Partially cloudy,Partly cloudy throughout the day with afternoon rain.
09/08/2013,88.4,73.4,80.3,94.0,73.4,83.2,72.2,78.0,0.0,0,0.0,8.7,203.8,1017.1,42.6,8.6,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/08/2013,89.0,73.0,79.8,96.1,73.0,82.4,71.8,78.0,0.283,100,25.0,8.5,246.2,1018.8,46.4,9.5,0.13,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
11/08/2013,89.4,72.3,80.0,95.7,72.3,82.7,70.9,75.7,0.008,100,8.33,8.7,245.1,1019.7,30.3,9.5,0.17,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
12/08/2013,87.6,73.0,78.5,94.3,73.0,80.8,72.0,81.4,0.242,100,25.0,10.8,289.6,1018.0,40.3,9.4,0.2,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
13/08/2013,86.2,71.7,77.9,91.2,71.7,79.7,70.9,80.5,0.031,100,8.33,10.3,265.5,1014.1,61.2,9.3,0.24,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
14/08/2013,82.5,72.0,75.4,86.1,72.0,76.0,70.1,83.9,0.172,100,25.0,7.5,307.8,1013.5,61.5,8.9,0.25,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
15/08/2013,72.8,68.7,70.5,72.8,68.7,70.5,62.5,76.4,0.02,100,8.33,16.4,80.7,1016.9,98.1,8.7,0.31,Rain, Overcast,Cloudy skies throughout the day with rain.
16/08/2013,68.1,62.6,65.4,68.1,62.6,65.4,60.8,85.4,0.149,100,37.5,12.5,74.9,1018.2,100.0,7.9,0.34,Rain, Overcast,Cloudy skies throughout the day with rain clearing later.
17/08/2013,65.9,62.1,64.0,65.9,62.1,64.0,62.0,93.1,0.122,100,37.5,13.9,72.8,1019.4,100.0,6.1,0.38,Rain, Overcast,Cloudy skies throughout the day with rain.
18/08/2013,75.0,65.9,70.6,75.0,65.9,70.6,67.8,91.3,0.269,100,41.67,8.2,64.0,1020.4,94.7,5.9,0.42,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
19/08/2013,81.3,70.4,74.1,85.6,70.4,74.6,70.4,88.5,1.109,100,33.33,8.2,67.7,1019.0,88.1,6.6,0.45,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
20/08/2013,81.4,71.6,75.3,85.6,71.6,75.8,70.8,86.4,0.003,100,4.17,8.3,74.3,1019.7,88.8,9.2,0.5,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
21/08/2013,82.1,69.9,75.0,86.6,69.9,75.7,70.0,84.9,0.55,100,25.0,7.6,87.1,1021.3,74.9,9.4,0.52,Rain, Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.
22/08/2013,88.2,70.6,78.0,91.1,70.6,79.1,69.5,77.1,0.273,100,12.5,7.0,121.6,1019.7,39.7,9.2,0.55,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
23/08/2013,89.0,69.9,78.5,92.3,69.9,80.0,69.4,76.0,0.0,0,0.0,8.7,329.4,1016.9,34.2,9.3,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24/08/2013,83.1,71.4,76.1,85.6,71.4,76.8,67.6,76.3,0.0,0,0.0,12.3,84.4,1020.3,63.8,9.4,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/08/2013,81.3,66.2,73.7,82.0,66.2,73.8,61.8,68.1,0.0,0,0.0,9.7,73.6,1025.2,46.5,9.9,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
26/08/2013,81.6,60.7,71.4,81.7,60.7,71.4,59.5,68.5,0.0,0,0.0,7.3,57.8,1024.1,23.5,9.8,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27/08/2013,84.7,62.3,74.1,86.1,62.3,74.6,63.4,71.6,0.0,0,0.0,7.9,322.6,1019.3,34.7,9.5,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
28/08/2013,89.4,67.6,78.1,93.1,67.6,79.6,67.6,72.3,0.0,0,0.0,8.2,306.4,1016.4,26.6,8.5,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29/08/2013,90.8,72.9,81.0,97.3,72.9,84.0,70.6,72.0,0.0,0,0.0,11.9,315.8,1014.8,21.5,8.7,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30/08/2013,86.2,74.2,79.5,93.3,74.2,82.3,72.5,79.5,0.0,0,0.0,8.4,62.6,1014.4,54.1,7.3,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31/08/2013,89.5,72.3,79.8,95.6,72.3,82.2,71.9,78.6,0.005,100,8.33,7.8,176.7,1013.3,50.9,6.7,0.84,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
01/09/2013,85.9,72.0,75.9,92.7,72.0,76.7,71.8,87.7,0.194,100,25.0,10.5,248.0,1012.5,37.6,6.9,0.88,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
02/09/2013,81.3,69.9,74.0,84.5,69.9,74.4,69.4,86.2,0.43,100,29.17,10.1,288.7,1013.1,52.0,7.9,0.91,Rain, Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.
03/09/2013,88.6,71.1,78.6,93.2,71.1,80.4,70.1,76.9,0.008,100,8.33,8.7,296.8,1013.1,43.9,9.2,0.94,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
04/09/2013,87.8,69.0,77.9,89.9,69.0,78.8,67.2,72.4,0.0,0,0.0,6.9,318.5,1016.6,24.9,8.8,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
05/09/2013,87.5,69.0,77.7,89.0,69.0,78.4,66.3,70.1,0.0,0,0.0,9.2,325.9,1018.6,35.3,9.3,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06/09/2013,86.8,68.7,76.6,88.7,68.7,77.2,65.5,70.8,0.0,0,0.0,9.0,66.2,1018.9,20.4,9.2,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07/09/2013,87.6,66.4,75.7,87.8,66.4,76.0,64.3,70.3,0.0,0,0.0,5.3,29.6,1018.0,15.0,9.3,0.08,Clear,Clear conditions throughout the day.,clear-day
08/09/2013,89.1,66.0,77.0,91.3,66.0,78.1,66.2,71.7,0.0,0,0.0,10.1,318.2,1015.2,21.4,8.7,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/09/2013,88.2,71.1,78.6,90.4,71.1,79.5,67.2,70.1,0.0,0,0.0,8.0,83.6,1017.0,28.3,8.3,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
10/09/2013,87.6,69.7,78.0,89.4,69.7,79.0,66.9,70.8,0.0,0,0.0,8.2,97.1,1021.1,21.1,8.7,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/09/2013,88.6,68.1,77.5,88.2,68.1,77.7,64.4,67.3,0.0,0,0.0,8.4,98.6,1021.2,10.5,9.1,0.22,Clear,Clear conditions throughout the day.,clear-day
12/09/2013,88.7,68.4,77.8,91.0,68.4,78.8,65.4,67.8,0.0,0,0.0,9.7,287.6,1016.4,28.7,9.2,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
13/09/2013,86.0,68.4,76.9,86.0,68.4,77.0,62.6,63.3,0.0,0,0.0,12.8,317.0,1011.4,30.2,9.8,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14/09/2013,80.7,55.7,68.7,80.4,55.7,68.7,53.8,61.4,0.0,0,0.0,13.0,50.8,1014.8,10.5,9.9,0.33,Clear,Clear conditions throughout the day.,clear-day
15/09/2013,81.9,62.9,71.9,83.9,62.9,72.4,63.4,75.5,0.0,0,0.0,7.6,76.0,1019.4,61.0,9.5,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16/09/2013,88.2,68.8,76.6,87.1,68.8,76.7,63.5,67.3,0.0,0,0.0,7.9,348.1,1019.1,36.8,9.0,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/09/2013,77.2,67.7,71.7,77.2,67.7,71.7,61.0,69.4,0.0,0,0.0,15.1,77.6,1020.9,68.8,9.8,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18/09/2013,75.7,65.3,69.8,75.7,65.3,69.8,58.9,68.7,0.0,0,0.0,11.6,80.3,1022.0,76.1,9.9,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19/09/2013,82.6,61.0,71.3,82.7,61.0,71.4,59.9,69.9,0.0,0,0.0,4.7,42.1,1020.3,7.5,9.8,0.5,Clear,Clear conditions throughout the day.,clear-day
20/09/2013,86.2,63.1,74.2,86.8,63.1,74.4,62.4,68.9,0.0,0,0.0,7.8,190.1,1016.3,32.1,9.3,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21/09/2013,73.5,65.2,69.4,73.5,65.2,69.4,65.6,87.9,1.539,100,33.33,9.6,225.4,1009.4,73.9,7.9,0.57,Rain, Partially cloudy,Partly cloudy throughout the day with rain.
22/09/2013,80.7,58.0,68.6,81.1,58.0,68.6,59.2,74.5,0.005,100,4.17,6.7,339.7,1009.4,39.4,9.6,0.6,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
23/09/2013,80.0,59.7,69.7,80.0,59.7,69.7,58.5,69.5,0.0,0,0.0,9.2,91.8,1014.0,44.6,9.9,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24/09/2013,70.7,65.1,67.3,70.7,65.1,67.3,61.7,82.6,0.05,100,25.0,10.3,97.7,1015.1,100.0,8.1,0.67,Rain, Overcast,Cloudy skies throughout the day with rain clearing later.
25/09/2013,66.0,63.9,65.0,66.0,63.9,65.0,63.3,94.0,0.65,100,70.83,9.9,67.0,1011.0,100.0,6.0,0.7,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
26/09/2013,76.8,61.3,68.2,76.8,61.3,68.2,61.0,79.0,0.0,0,0.0,7.3,54.6,1013.6,80.3,9.1,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27/09/2013,78.3,60.0,69.1,78.3,60.0,69.1,57.2,68.3,0.0,0,0.0,9.6,64.4,1018.2,27.6,9.5,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28/09/2013,75.4,56.7,65.2,75.4,56.7,65.2,54.5,70.7,0.005,100,4.17,11.5,68.4,1021.0,23.8,9.9,0.8,Rain, Partially cloudy,Partly cloudy throughout the day with early morning rain.
29/09/2013,74.1,55.7,64.0,74.1,55.7,64.0,53.4,70.5,0.0,0,0.0,10.1,63.9,1019.3,37.3,9.9,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30/09/2013,75.3,55.4,65.1,75.3,55.4,65.1,55.8,74.0,0.005,100,4.17,6.0,69.1,1017.3,29.8,9.8,0.86,Rain, Partially cloudy,Becoming cloudy in the afternoon with morning rain.
01/10/2013,79.7,57.7,67.9,79.7,57.7,67.9,58.8,75.0,0.0,0,0.0,3.7,7.0,1019.1,22.3,9.5,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
02/10/2013,81.3,59.3,70.2,81.4,59.3,70.2,59.0,70.6,0.0,0,0.0,5.1,76.5,1019.6,30.5,9.2,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03/10/2013,81.8,63.8,71.9,81.8,63.8,71.9,60.3,69.4,0.0,0,0.0,8.0,163.9,1019.2,27.5,9.5,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04/10/2013,83.5,61.6,72.2,84.2,61.6,72.5,61.4,71.1,0.0,0,0.0,2.6,57.7,1019.5,14.0,9.0,0,Clear,Clear conditions throughout the day.,clear-day
05/10/2013,84.3,62.5,73.0,84.7,62.5,73.2,62.0,71.0,0.005,100,4.17,6.7,130.2,1018.5,7.5,8.7,0.02,Rain,Clear conditions throughout the day with morning rain.,rain
06/10/2013,83.1,62.6,70.9,84.1,62.6,71.2,63.4,79.6,2.007,100,20.83,9.4,116.0,1014.2,58.5,7.6,0.06,Rain, Partially cloudy,Partly cloudy throughout the day with late afternoon rain.
07/10/2013,71.7,57.3,64.6,71.7,57.3,64.6,56.8,77.5,0.531,100,37.5,14.7,329.8,1012.0,57.2,8.7,0.09,Rain, Partially cloudy,Partly cloudy throughout the day with rain clearing later.
08/10/2013,72.3,56.5,64.2,72.3,56.5,64.2,53.4,68.8,0.0,0,0.0,14.2,71.7,1017.2,83.6,9.9,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09/10/2013,74.9,55.5,64.7,74.9,55.5,64.7,50.8,62.2,0.0,0,0.0,13.6,70.5,1020.7,26.0,9.9,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/10/2013,78.5,55.5,65.5,78.5,55.5,65.5,55.0,71.2,0.0,0,0.0,11.0,325.1,1018.7,28.2,9.8,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/10/2013,78.6,55.4,65.7,78.6,55.4,65.7,54.0,69.7,0.005,100,4.17,16.2,315.1,1016.3,8.4,9.6,0.25,Rain,Clear conditions throughout the day with early morning rain.,rain
12/10/2013,80.0,55.2,66.5,80.0,55.2,66.5,55.4,70.6,0.0,0,0.0,12.4,322.9,1017.1,11.9,9.8,0.27,Clear,Clear conditions throughout the day.,clear-day
13/10/2013,81.0,58.2,68.8,80.9,58.2,68.8,57.9,71.0,0.005,100,4.17,6.7,11.9,1020.3,44.6,9.8,0.31,Rain, Partially cloudy,Becoming cloudy in the afternoon with morning rain.
14/10/2013,73.5,63.1,67.9,73.5,63.1,67.9,60.4,78.0,0.0,0,0.0,10.7,61.5,1021.1,78.6,9.9,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
15/10/2013,68.2,63.2,65.2,68.2,63.2,65.2,58.2,78.2,0.0,0,0.0,7.8,76.2,1019.4,98.4,9.9,0.38,Overcast,Cloudy skies throughout the day.,cloudy
16/10/2013,73.4,57.0,65.5,73.4,57.0,65.5,57.6,77.1,0.0,0,0.0,4.8,312.6,1016.4,61.3,9.8,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
17/10/2013,70.4,63.2,66.7,70.4,63.2,66.7,63.4,89.3,0.387,100,50.0,7.8,253.3,1013.5,95.8,8.0,0.45,Rain, Overcast,Cloudy skies throughout the day with rain.
18/10/2013,71.0,52.4,60.6,71.0,52.4,60.6,52.4,76.4,0.003,100,4.17,7.4,313.9,1014.9,37.0,9.6,0.5,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
19/10/2013,62.5,55.0,58.6,62.5,55.0,58.6,54.4,86.2,0.053,100,29.17,7.4,280.2,1014.5,68.6,9.2,0.52,Rain, Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.
20/10/2013,69.1,44.4,55.9,69.1,40.7,55.5,43.3,67.6,0.007,100,4.17,6.5,327.5,1016.8,12.9,9.8,0.55,Rain,Clear conditions throughout the day with morning rain.,rain
21/10/2013,70.3,46.5,57.4,70.3,45.6,57.3,48.8,74.4,0.0,0,0.0,5.5,118.9,1018.1,28.6,9.7,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22/10/2013,70.2,56.6,62.1,70.2,56.6,62.1,54.4,77.1,0.005,100,4.17,5.6,279.5,1014.0,76.5,9.4,0.62,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
23/10/2013,61.3,46.3,54.4,61.3,45.2,54.3,41.9,65.5,0.008,100,8.33,19.9,304.7,1013.9,4.8,9.9,0.65,Rain,Clear conditions throughout the day with morning rain.,rain
24/10/2013,64.0,38.5,50.1,64.0,36.2,49.8,36.9,64.2,0.0,0,0.0,9.2,304.8,1021.3,28.9,9.8,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25/10/2013,55.5,36.3,46.3,55.5,30.0,43.2,29.6,54.5,0.0,0,0.0,14.0,333.1,1026.6,4.6,9.9,0.71,Clear,Clear conditions throughout the day.,clear-day
26/10/2013,59.6,33.7,45.5,59.6,29.8,44.8,33.0,64.9,0.0,0,0.0,7.6,306.9,1025.2,14.2,9.8,0.75,Clear,Clear conditions throughout the day.,clear-day
27/10/2013,67.3,41.4,53.8,67.3,41.4,53.8,45.4,74.5,0.0,0,0.0,8.5,282.3,1020.7,51.6,9.5,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28/10/2013,64.2,55.0,59.1,64.2,55.0,59.1,54.5,85.2,0.045,100,25.0,3.4,320.3,1023.1,97.2,8.0,0.81,Rain, Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.
29/10/2013,73.7,53.8,62.5,73.7,53.8,62.5,54.2,76.4,0.0,0,0.0,4.5,113.1,1025.2,63.2,8.6,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30/10/2013,76.7,54.9,64.4,76.7,54.9,64.4,55.0,74.2,0.0,0,0.0,8.0,219.2,1023.8,34.5,8.6,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31/10/2013,74.2,58.5,66.6,74.2,58.5,66.6,57.1,71.9,0.0,0,0.0,11.9,168.5,1017.1,63.1,9.6,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01/11/2013,75.2,58.7,67.4,75.2,58.7,67.4,57.8,73.2,0.38,100,20.83,19.0,235.1,1008.6,59.9,8.9,0.94,Rain, Partially cloudy,Partly cloudy throughout the day with morning rain.
02/11/2013,69.1,46.0,57.5,69.1,45.1,57.4,42.2,59.7,0.0,0,0.0,13.9,300.6,1012.5,24.1,9.9,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
03/11/2013,64.4,42.6,52.2,64.4,40.6,51.5,38.3,62.5,0.0,0,0.0,7.8,354.3,1022.0,0.0,9.9,0,Clear,Clear conditions throughout the day.,clear-day
04/11/2013,62.9,41.5,51.5,62.9,37.6,50.6,36.9,60.5,0.0,0,0.0,13.3,86.1,1028.7,16.9,9.8,0.04,Clear,Clear conditions throughout the day.,clear-day
05/11/2013,63.2,44.7,53.2,63.2,38.8,51.3,35.4,52.2,0.0,0,0.0,13.4,74.0,1029.5,49.6,9.9,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06/11/2013,71.7,51.1,59.7,71.7,51.1,59.7,52.4,78.3,0.008,100,8.33,9.3,93.5,1023.9,73.9,9.0,0.11,Rain, Partially cloudy,Partly cloudy throughout the day with early morning rain.
07/11/2013,63.0,45.3,56.8,63.0,41.3,56.2,47.9,74.3,0.103,100,20.83,16.8,317.0,1019.7,60.3,9.0,0.15,Rain, Partially cloudy,Partly cloudy throughout the day with rain clearing later.
08/11/2013,62.0,37.6,48.4,62.0,30.8,46.2,28.6,50.3,0.0,0,0.0,10.0,342.1,1025.1,12.6,9.9,0.18,Clear,Clear conditions throughout the day.,clear-day
